,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_New
4756,FDV60,20.2,Regular,0.118025091,195.81099999999998,OUT017,2007,Medium,Tier 2,Supermarket Type1,2553.343,non
4757,FDG60,20.35,Low Fat,0.060649213,232.7616,OUT013,1987,High,Tier 3,Supermarket Type1,2812.3392,non
4758,FDN13,18.6,Low Fat,0.15193174199999998,101.1358,OUT013,1987,High,Tier 3,Supermarket Type1,1105.8938,perishable
4759,DRN59,11.400327868852452,Low Fat,0.06383101299999999,46.206,OUT027,1985,Medium,Tier 3,Supermarket Type3,1304.968,non
4760,FDU02,13.35,Low Fat,0.103091351,229.9352,OUT017,2007,Medium,Tier 2,Supermarket Type1,2519.3872,perishable
4761,FDZ58,17.85,Low Fat,0.052389407,120.9072,OUT018,2009,Medium,Tier 3,Supermarket Type2,2817.6656,non
4762,NCQ38,16.35,Non-Edible,0.013355306,105.52799999999999,OUT013,1987,High,Tier 3,Supermarket Type1,2024.0320000000002,Others
4763,FDF39,14.85,Regular,0.019550858,263.791,OUT045,2002,Medium,Tier 2,Supermarket Type1,4207.856,perishable
4764,FDT03,21.25,Low Fat,0.01005532,183.1608,OUT017,2007,Medium,Tier 2,Supermarket Type1,2756.4120000000003,perishable
4765,FDN09,14.15,Low Fat,0.034845667999999996,242.7828,OUT013,1987,High,Tier 3,Supermarket Type1,3167.8764,non
4766,FDJ02,17.2,Regular,0.025162022000000003,145.9418,OUT035,2004,Small,Tier 2,Supermarket Type1,1765.7016,non
4767,FDN44,13.224769381746881,Low Fat,0.022685222,161.592,OUT027,1985,Medium,Tier 3,Supermarket Type3,4314.384,perishable
4768,FDQ34,10.85,Low Fat,0.162571649,107.4622,OUT045,2002,Medium,Tier 2,Supermarket Type1,529.311,non
4769,FDX31,20.35,Regular,0.014825605,233.2958,OUT046,1997,Small,Tier 1,Supermarket Type1,4206.5244,perishable
4770,NCH55,16.35,Non-Edible,0.058034349000000006,124.802,OUT010,1998,Medium,Tier 3,Grocery Store,253.00400000000002,Others
4771,DRM47,9.3,Low Fat,0.04378569400000001,191.6846,OUT046,1997,Small,Tier 1,Supermarket Type1,3057.3536,non
4772,DRL01,11.847459893048129,Regular,0.076798609,231.8958,OUT027,1985,Medium,Tier 3,Supermarket Type3,8413.0488,non
4773,FDO12,15.75,Low Fat,0.055241242,196.5452,OUT017,2007,Medium,Tier 2,Supermarket Type1,3131.9232,non
4774,NCK30,14.85,Non-Edible,0.061102235,253.2698,OUT045,2002,Medium,Tier 2,Supermarket Type1,2283.0282,Others
4775,FDP16,18.6,Low Fat,0.039517121,243.6802,OUT017,2007,Medium,Tier 2,Supermarket Type1,5896.3248,non
4776,NCG06,16.35,Non-Edible,0.029565308999999998,256.4646,OUT018,2009,Medium,Tier 3,Supermarket Type2,515.3292,Others
4777,FDX36,9.695,Regular,0.12828324300000002,226.1404,OUT046,1997,Small,Tier 1,Supermarket Type1,3375.6059999999998,non
4778,FDT09,15.15,Regular,0.012332667,130.0284,OUT017,2007,Medium,Tier 2,Supermarket Type1,3559.3668,non
4779,FDF08,14.3,Regular,0.06519522900000001,88.9856,OUT035,2004,Small,Tier 2,Supermarket Type1,1669.8264,perishable
4780,FDA43,10.895,Low Fat,0.108253944,194.8794,OUT010,1998,Medium,Tier 3,Grocery Store,585.2382,perishable
4781,NCN06,8.39,Non-Edible,0.121178848,165.1868,OUT017,2007,Medium,Tier 2,Supermarket Type1,2784.3756,Others
4782,DRF15,18.35,Low Fat,0.0675840825,151.934,OUT013,1987,High,Tier 3,Supermarket Type1,306.268,perishable
4783,NCX05,15.2,Non-Edible,0.09698132,116.3492,OUT013,1987,High,Tier 3,Supermarket Type1,2548.6824,Others
4784,FDM21,20.2,Low Fat,0.064351908,259.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,2061.3168,non
4785,NCG54,13.384736495388726,Non-Edible,0.079419801,172.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,5475.5392,Others
4786,FDD26,8.71,Regular,0.072301795,185.6924,OUT045,2002,Medium,Tier 2,Supermarket Type1,3331.6632,non
4787,FDU23,12.15,Low Fat,0.021719387000000003,163.1184,OUT035,2004,Small,Tier 2,Supermarket Type1,3467.4864,perishable
4788,FDO37,8.06,Low Fat,0.021420031000000003,232.0326,OUT045,2002,Medium,Tier 2,Supermarket Type1,3003.4238,perishable
4789,FDP19,11.5,Low Fat,0.290430317,130.6652,OUT010,1998,Medium,Tier 3,Grocery Store,258.3304,perishable
4790,FDT13,14.85,Low Fat,0.018571641,187.3214,OUT046,1997,Small,Tier 1,Supermarket Type1,4333.6922,non
4791,FDY07,11.8,Low Fat,0.05877842900000001,45.2402,OUT018,2009,Medium,Tier 3,Supermarket Type2,1148.505,perishable
4792,DRI47,14.7,Low Fat,0.020952705,143.5128,OUT049,1999,Medium,Tier 1,Supermarket Type1,2444.8176,non
4793,NCW42,13.384736495388726,Non-Edible,0.102371638,221.2456,OUT019,1985,Small,Tier 1,Grocery Store,663.1368,Others
4794,NCQ50,18.75,Non-Edible,0.034278798,214.1218,OUT013,1987,High,Tier 3,Supermarket Type1,4488.1578,Others
4795,FDQ09,7.235,Low Fat,0.057583738,115.1834,OUT045,2002,Medium,Tier 2,Supermarket Type1,1382.2008,non
4796,FDI20,13.224769381746881,Low Fat,0.038377013,211.5586,OUT027,1985,Medium,Tier 3,Supermarket Type3,4432.2306,perishable
4797,NCP05,19.6,Non-Edible,0.025325897000000003,150.9024,OUT049,1999,Medium,Tier 1,Supermarket Type1,3795.06,Others
4798,FDH02,7.27,Regular,0.020898691,92.2488,OUT017,2007,Medium,Tier 2,Supermarket Type1,814.9392,non
4799,FDH45,15.1,Regular,0.105881129,42.0796,OUT045,2002,Medium,Tier 2,Supermarket Type1,454.0756,perishable
4800,DRG49,7.81,Low Fat,0.112906337,243.5486,OUT010,1998,Medium,Tier 3,Grocery Store,488.6972,non
4801,FDA37,7.81,Regular,0.055216312000000004,125.5046,OUT035,2004,Small,Tier 2,Supermarket Type1,3237.1196,non
4802,FDS13,6.465,Low Fat,0.125210375,266.8884,OUT017,2007,Medium,Tier 2,Supermarket Type1,1059.9536,non
4803,NCW42,13.384736495388726,Non-Edible,0.058185842,220.8456,OUT027,1985,Medium,Tier 3,Supermarket Type3,4199.8664,Others
4804,FDK15,10.8,Low Fat,0.098814721,100.5042,OUT018,2009,Medium,Tier 3,Supermarket Type2,1884.8798,perishable
4805,FDX51,9.5,Regular,0.022058724,196.8452,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136,perishable
4806,FDJ20,20.7,Regular,0.100091576,125.5388,OUT013,1987,High,Tier 3,Supermarket Type1,2105.2596,perishable
4807,DRK59,8.895,Low Fat,0.075876602,235.9616,OUT017,2007,Medium,Tier 2,Supermarket Type1,1874.8928,non
4808,FDL45,15.6,Low Fat,0.037841362,125.2704,OUT018,2009,Medium,Tier 3,Supermarket Type2,2628.5784,non
4809,FDH41,9.0,Low Fat,0.081943273,214.5534,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,non
4810,FDD05,19.35,Low Fat,0.016645164,120.9098,OUT045,2002,Medium,Tier 2,Supermarket Type1,1687.1372,non
4811,FDZ39,19.7,Regular,0.018061324,102.59899999999999,OUT045,2002,Medium,Tier 2,Supermarket Type1,2063.98,perishable
4812,FDY35,11.3469362745098,Regular,0.028062401,44.0402,OUT019,1985,Small,Tier 1,Grocery Store,91.8804,perishable
4813,NCE06,5.825,Non-Edible,0.091857904,160.7894,OUT018,2009,Medium,Tier 3,Supermarket Type2,1617.894,Others
4814,FDE57,13.224769381746881,Low Fat,0.036109413,140.6154,OUT027,1985,Medium,Tier 3,Supermarket Type3,4538.0928,perishable
4815,FDD33,12.85,Low Fat,0.10863337199999999,233.8642,OUT018,2009,Medium,Tier 3,Supermarket Type2,2323.6420000000003,perishable
4816,FDQ10,12.85,Low Fat,0.03324652,172.4422,OUT045,2002,Medium,Tier 2,Supermarket Type1,4483.4972,non
4817,FDN15,17.5,Low Fat,0.016720132,139.918,OUT013,1987,High,Tier 3,Supermarket Type1,419.454,perishable
4818,FDS50,17.0,Low Fat,0.055433377,221.1114,OUT046,1997,Small,Tier 1,Supermarket Type1,4434.228,perishable
4819,FDX21,7.05,Low Fat,0.084966021,111.1912,OUT046,1997,Small,Tier 1,Supermarket Type1,1965.4416,non
4820,FDL58,5.78,Regular,0.07413505299999999,264.0568,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.2544,non
4821,FDK09,15.2,Low Fat,0.09174595099999999,229.0352,OUT035,2004,Small,Tier 2,Supermarket Type1,2290.3520000000003,non
4822,FDS08,13.224769381746881,Low Fat,0.056685383,178.437,OUT027,1985,Medium,Tier 3,Supermarket Type3,3175.866,perishable
4823,FDE20,11.35,Regular,0.00552947,169.27900000000002,OUT035,2004,Small,Tier 2,Supermarket Type1,2376.906,perishable
4824,FDF04,17.5,Low Fat,0.013664703,257.7304,OUT045,2002,Medium,Tier 2,Supermarket Type1,5683.2688,non
4825,FDA50,16.25,Low Fat,0.08731067199999999,95.541,OUT049,1999,Medium,Tier 1,Supermarket Type1,1544.656,perishable
4826,FDX08,12.85,Low Fat,0.022639195,179.7318,OUT049,1999,Medium,Tier 1,Supermarket Type1,2165.1816,perishable
4827,FDD05,12.867061281337076,Low Fat,0.016531033,122.4098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3012.745,non
4828,FDG41,8.84,Regular,0.076873991,109.9228,OUT018,2009,Medium,Tier 3,Supermarket Type2,1547.3192,non
4829,FDU39,12.81734421364986,Low Fat,0.035863436,58.3562,OUT027,1985,Medium,Tier 3,Supermarket Type3,1125.8678,perishable
4830,NCQ43,17.75,Non-Edible,0.111301625,107.5912,OUT046,1997,Small,Tier 1,Supermarket Type1,1528.6768,Others
4831,NCY42,6.38,Non-Edible,0.015193323,143.347,OUT045,2002,Medium,Tier 2,Supermarket Type1,858.882,Others
4832,FDF26,12.305705009276451,Regular,0.046408927999999995,153.2998,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998.7948,non
4833,FDC20,10.65,Low Fat,0.05877842900000001,57.1272,OUT035,2004,Small,Tier 2,Supermarket Type1,279.63599999999997,perishable
4834,FDX14,13.1,Low Fat,0.07494003,75.0354,OUT046,1997,Small,Tier 1,Supermarket Type1,902.8248,perishable
4835,DRC49,11.847459893048129,Low Fat,0.065119701,145.7128,OUT027,1985,Medium,Tier 3,Supermarket Type3,4026.7584,non
4836,FDM40,10.195,Low Fat,0.063079544,143.1154,OUT017,2007,Medium,Tier 2,Supermarket Type1,2410.8618,non
4837,FDE10,6.67,Regular,0.090456903,131.2626,OUT017,2007,Medium,Tier 2,Supermarket Type1,2098.6016,non
4838,NCU17,5.32,Non-Edible,0.093071679,103.8674,OUT045,2002,Medium,Tier 2,Supermarket Type1,509.337,Others
4839,FDB36,12.277108208955255,Regular,0.048292189000000006,133.1626,OUT027,1985,Medium,Tier 3,Supermarket Type3,2492.0894,non
4840,DRF13,12.1,Low Fat,0.029902678999999998,144.3444,OUT018,2009,Medium,Tier 3,Supermarket Type2,1161.1552,non
4841,FDL13,13.85,Regular,0.056547985999999995,232.73,OUT018,2009,Medium,Tier 3,Supermarket Type2,6291.81,perishable
4842,NCH55,16.35,Non-Edible,0.034726222,125.602,OUT049,1999,Medium,Tier 1,Supermarket Type1,3036.048,Others
4843,NCF18,18.35,Non-Edible,0.08890854699999999,192.8504,OUT013,1987,High,Tier 3,Supermarket Type1,2876.256,Others
4844,FDC09,15.5,Regular,0.044024163,102.0332,OUT010,1998,Medium,Tier 3,Grocery Store,102.5332,perishable
4845,FDV09,12.1,Low Fat,0.020568574,150.4734,OUT046,1997,Small,Tier 1,Supermarket Type1,2078.6276,non
4846,FDV09,12.1,Low Fat,0.020564685,148.2734,OUT035,2004,Small,Tier 2,Supermarket Type1,3266.4148,non
4847,FDU16,19.25,Regular,0.058226609000000006,85.2908,OUT013,1987,High,Tier 3,Supermarket Type1,671.1264,non
4848,FDD26,8.71,Regular,0.072155462,183.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,3146.5708,non
4849,NCA29,10.5,Non-Edible,0.027253711,170.9106,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1014,Others
4850,FDZ26,11.6,Regular,0.144604071,240.8222,OUT018,2009,Medium,Tier 3,Supermarket Type2,3585.333,perishable
4851,FDT56,16.0,Regular,0.193477995,55.9246,OUT010,1998,Medium,Tier 3,Grocery Store,405.4722,perishable
4852,FDF22,6.865,Low Fat,0.056945935999999996,214.6218,OUT045,2002,Medium,Tier 2,Supermarket Type1,1923.4962,non
4853,FDH21,10.395,Low Fat,0.031288338,159.5604,OUT045,2002,Medium,Tier 2,Supermarket Type1,2852.2872,perishable
4854,FDD44,8.05,Regular,0.078400465,259.0646,OUT046,1997,Small,Tier 1,Supermarket Type1,4380.2982,perishable
4855,FDS56,5.785,Regular,0.038976089,264.2252,OUT017,2007,Medium,Tier 2,Supermarket Type1,3934.8779999999997,perishable
4856,FDF21,10.3,Regular,0.058918844000000005,191.653,OUT049,1999,Medium,Tier 1,Supermarket Type1,5313.084,perishable
4857,FDM44,12.5,Low Fat,0.031176157000000003,103.09899999999999,OUT018,2009,Medium,Tier 3,Supermarket Type2,722.393,perishable
4858,DRK01,7.63,Low Fat,0.061159245999999994,92.5436,OUT049,1999,Medium,Tier 1,Supermarket Type1,1607.2412,non
4859,FDO22,13.5,Regular,0.057583738,78.396,OUT035,2004,Small,Tier 2,Supermarket Type1,1438.128,non
4860,FDP57,17.5,Low Fat,0.052550476,101.29899999999999,OUT045,2002,Medium,Tier 2,Supermarket Type1,722.393,non
4861,DRF49,11.847459893048129,Low Fat,0.124448295,112.0518,OUT019,1985,Small,Tier 1,Grocery Store,113.8518,non
4862,DRK11,8.21,Low Fat,0.010808271999999999,150.5392,OUT018,2009,Medium,Tier 3,Supermarket Type2,1043.9744,non
4863,FDT51,11.65,Regular,0.010963269,110.9544,OUT018,2009,Medium,Tier 3,Supermarket Type2,335.5632,perishable
4864,FDE58,18.5,Low Fat,0.057583738,119.8124,OUT017,2007,Medium,Tier 2,Supermarket Type1,4029.4216,non
4865,FDT23,7.72,Regular,0.075035902,78.7986,OUT018,2009,Medium,Tier 3,Supermarket Type2,856.8846,perishable
4866,NCT42,5.88,Non-Edible,0.024882613999999997,149.4392,OUT035,2004,Small,Tier 2,Supermarket Type1,1640.5312,Others
4867,FDJ41,6.85,Low Fat,0.022878952999999997,262.3594,OUT035,2004,Small,Tier 2,Supermarket Type1,3924.8909999999996,non
4868,NCF42,13.384736495388726,Non-Edible,0.16657250099999998,176.1712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952,Others
4869,FDA19,7.52,Low Fat,0.055081622999999996,128.8994,OUT013,1987,High,Tier 3,Supermarket Type1,2055.9904,perishable
4870,FDW09,13.65,Regular,0.025920816,81.2302,OUT046,1997,Small,Tier 1,Supermarket Type1,2059.9852,non
4871,NCO14,13.384736495388726,Non-Edible,0.029500321,46.2086,OUT027,1985,Medium,Tier 3,Supermarket Type3,802.9548,Others
4872,FDO39,6.985,Regular,0.137645467,185.2608,OUT045,2002,Medium,Tier 2,Supermarket Type1,2940.1728,perishable
4873,FDR45,12.987879554655919,Low Fat,0.057583738,240.6222,OUT027,1985,Medium,Tier 3,Supermarket Type3,4302.3996,non
4874,FDA15,9.3,Low Fat,0.026818196000000002,248.9092,OUT010,1998,Medium,Tier 3,Grocery Store,498.0184,perishable
4875,FDY13,12.1,Low Fat,0.030102335,74.767,OUT013,1987,High,Tier 3,Supermarket Type1,2220.4429999999998,non
4876,FDY31,5.98,Low Fat,0.043740308,145.3418,OUT018,2009,Medium,Tier 3,Supermarket Type2,2354.2688,perishable
4877,NCS29,9.0,Non-Edible,0.069653585,266.2884,OUT049,1999,Medium,Tier 1,Supermarket Type1,2914.8724,Others
4878,FDJ52,7.145,Low Fat,0.01785932,160.6578,OUT018,2009,Medium,Tier 3,Supermarket Type2,2246.4092,non
4879,NCX41,19.0,Non-Edible,0.017755213,211.7244,OUT045,2002,Medium,Tier 2,Supermarket Type1,2752.4172,Others
4880,FDQ36,7.855,Regular,0.161875063,35.6848,OUT045,2002,Medium,Tier 2,Supermarket Type1,335.5632,non
4881,FDV35,19.5,Low Fat,0.128181759,156.1314,OUT035,2004,Small,Tier 2,Supermarket Type1,2792.3652,perishable
4882,FDE02,8.71,Low Fat,0.12125037400000001,92.7778,OUT046,1997,Small,Tier 1,Supermarket Type1,1032.6558,non
4883,FDA34,11.5,Low Fat,0.014921093,173.908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1211.756,perishable
4884,NCL42,18.85,Non-Edible,0.040434372,244.3144,OUT049,1999,Medium,Tier 1,Supermarket Type1,5635.3312,Others
4885,FDE14,13.65,Regular,0.031508924,98.77,OUT045,2002,Medium,Tier 2,Supermarket Type1,1697.79,non
4886,DRD25,6.135,Low Fat,0.079094835,114.38600000000001,OUT049,1999,Medium,Tier 1,Supermarket Type1,1018.674,non
4887,DRF01,5.655,Low Fat,0.175793413,146.9102,OUT018,2009,Medium,Tier 3,Supermarket Type2,1749.7224,non
4888,FDF39,14.85,Regular,0.019495051,261.291,OUT013,1987,High,Tier 3,Supermarket Type1,10256.649,perishable
4889,FDP01,20.75,Regular,0.06331397400000001,153.7682,OUT035,2004,Small,Tier 2,Supermarket Type1,1829.6184,perishable
4890,FDB10,10.0,Low Fat,0.0674819,234.859,OUT018,2009,Medium,Tier 3,Supermarket Type2,1181.795,non
4891,FDY14,10.3,Low Fat,0.07002695099999999,263.6226,OUT035,2004,Small,Tier 2,Supermarket Type1,6608.065,perishable
4892,FDR57,5.675,Regular,0.023496967,156.1288,OUT046,1997,Small,Tier 1,Supermarket Type1,2828.3184,non
4893,NCH29,5.51,Non-Edible,0.046559447999999996,98.9726,OUT018,2009,Medium,Tier 3,Supermarket Type2,1565.9616,Others
4894,FDJ45,17.75,Low Fat,0.073559521,33.9216,OUT045,2002,Medium,Tier 2,Supermarket Type1,830.9184,perishable
4895,FDZ48,17.75,Low Fat,0.07626905,113.1544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1006.6896,non
4896,FDV44,8.365,Regular,0.039925235,189.2188,OUT045,2002,Medium,Tier 2,Supermarket Type1,4570.0512,perishable
4897,FDR01,12.305705009276451,Regular,0.093883945,200.4742,OUT019,1985,Small,Tier 1,Grocery Store,398.1484,non
4898,FDZ57,10.0,Regular,0.03773288,128.2994,OUT013,1987,High,Tier 3,Supermarket Type1,1413.4934,non
4899,FDI08,18.2,Regular,0.066400129,250.1092,OUT049,1999,Medium,Tier 1,Supermarket Type1,5727.2116,perishable
4900,DRA24,19.35,Regular,0.039920687,163.3868,OUT035,2004,Small,Tier 2,Supermarket Type1,3439.5228,non
4901,FDS39,12.81734421364986,Low Fat,0.022351807999999997,143.7812,OUT027,1985,Medium,Tier 3,Supermarket Type3,4986.842000000001,perishable
4902,NCL31,7.39,Non-Edible,0.12018089400000001,141.447,OUT013,1987,High,Tier 3,Supermarket Type1,2290.3520000000003,Others
4903,FDD34,7.945,Low Fat,0.015900971,163.821,OUT049,1999,Medium,Tier 1,Supermarket Type1,1794.3310000000001,non
4904,FDC34,16.0,Regular,0.172759093,157.0972,OUT046,1997,Small,Tier 1,Supermarket Type1,4673.916,non
4905,NCK05,20.1,Non-Edible,0.077454252,59.2536,OUT046,1997,Small,Tier 1,Supermarket Type1,735.0432,Others
4906,FDB32,20.6,Low Fat,0.039255412,94.4778,OUT010,1998,Medium,Tier 3,Grocery Store,93.8778,perishable
4907,FDC03,8.575,Regular,0.072252888,196.5794,OUT017,2007,Medium,Tier 2,Supermarket Type1,5267.1438,perishable
4908,FDO19,17.7,Regular,0.016664252,47.9034,OUT018,2009,Medium,Tier 3,Supermarket Type2,729.051,perishable
4909,FDZ28,20.0,Regular,0.08618788599999999,125.4678,OUT010,1998,Medium,Tier 3,Grocery Store,127.1678,non
4910,FDK28,5.695,Low Fat,0.10978405599999999,256.0646,OUT010,1998,Medium,Tier 3,Grocery Store,1288.323,non
4911,NCU30,5.11,Non-Edible,0.049016517,164.72099999999998,OUT018,2009,Medium,Tier 3,Supermarket Type2,3588.6620000000003,Others
4912,FDV57,15.25,Regular,0.057583738,178.166,OUT045,2002,Medium,Tier 2,Supermarket Type1,4853.682,non
4913,FDB02,12.305705009276451,Regular,0.029023048,177.83700000000002,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.606,non
4914,FDD52,18.25,Regular,0.183142346,110.35700000000001,OUT013,1987,High,Tier 3,Supermarket Type1,2087.283,perishable
4915,FDN34,15.6,Regular,0.057583738,170.6132,OUT013,1987,High,Tier 3,Supermarket Type1,6595.4148,non
4916,FDB50,13.0,Low Fat,0.153857402,76.3986,OUT049,1999,Medium,Tier 1,Supermarket Type1,778.9860000000001,non
4917,FDS55,7.02,Low Fat,0.081290366,147.3734,OUT049,1999,Medium,Tier 1,Supermarket Type1,2524.0478,perishable
4918,FDR21,19.7,Low Fat,0.066935459,177.537,OUT046,1997,Small,Tier 1,Supermarket Type1,3175.866,non
4919,NCD07,9.1,Non-Edible,0.055514919,112.5518,OUT049,1999,Medium,Tier 1,Supermarket Type1,341.5554,Others
4920,FDO11,8.0,Regular,0.050657232,249.9092,OUT010,1998,Medium,Tier 3,Grocery Store,249.0092,perishable
4921,NCC54,17.75,Non-Edible,0.098108957,240.9196,OUT018,2009,Medium,Tier 3,Supermarket Type2,4579.3724,Others
4922,FDV35,19.5,Low Fat,0.128405328,156.4314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2326.971,perishable
4923,NCU29,7.685,Non-Edible,0.025477448,145.276,OUT046,1997,Small,Tier 1,Supermarket Type1,3515.4240000000004,Others
4924,NCZ53,9.6,Non-Edible,0.040969757,188.7214,OUT010,1998,Medium,Tier 3,Grocery Store,376.8428,Others
4925,DRE03,19.6,Low Fat,0.040550868,45.5718,OUT010,1998,Medium,Tier 3,Grocery Store,47.2718,perishable
4926,FDZ09,17.6,Low Fat,0.17554588899999998,163.6868,OUT010,1998,Medium,Tier 3,Grocery Store,163.7868,non
4927,FDE40,15.6,Regular,0.099344826,63.6194,OUT045,2002,Medium,Tier 2,Supermarket Type1,743.0328,perishable
4928,NCS18,12.65,Non-Edible,0.042276746,108.4938,OUT049,1999,Medium,Tier 1,Supermarket Type1,1500.7132,Others
4929,FDX24,12.277108208955255,Low Fat,0.013861607,94.4462,OUT027,1985,Medium,Tier 3,Supermarket Type3,2036.0164,non
4930,FDS34,12.987879554655919,Regular,0.076387367,112.1518,OUT027,1985,Medium,Tier 3,Supermarket Type3,3870.9612,non
4931,NCS53,14.5,Non-Edible,0.08996026,159.5604,OUT045,2002,Medium,Tier 2,Supermarket Type1,1426.1436,Others
4932,FDH38,6.425,Low Fat,0.010480751,116.5808,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.7968,non
4933,DRM35,9.695,Low Fat,0.070587419,176.9344,OUT045,2002,Medium,Tier 2,Supermarket Type1,5888.3352,non
4934,DRI25,19.6,Low Fat,0.03387323,56.1614,OUT013,1987,High,Tier 3,Supermarket Type1,828.921,non
4935,NCP06,20.7,Non-Edible,0.039238384,152.8366,OUT035,2004,Small,Tier 2,Supermarket Type1,2569.3222,Others
4936,FDT02,12.6,Low Fat,0.024331586000000002,34.9874,OUT017,2007,Medium,Tier 2,Supermarket Type1,529.311,perishable
4937,NCP14,8.275,Non-Edible,0.11019797699999999,104.2306,OUT013,1987,High,Tier 3,Supermarket Type1,3658.571,Others
4938,NCD43,13.384736495388726,Non-Edible,0.028048877000000003,106.1964,OUT019,1985,Small,Tier 1,Grocery Store,210.3928,Others
4939,FDP20,19.85,Low Fat,0.045631230999999994,128.102,OUT013,1987,High,Tier 3,Supermarket Type1,1265.02,perishable
4940,FDK04,7.36,Low Fat,0.08755962099999999,55.2588,OUT010,1998,Medium,Tier 3,Grocery Store,229.0352,non
4941,FDQ15,20.35,Regular,0.25286597899999996,82.7276,OUT010,1998,Medium,Tier 3,Grocery Store,162.4552,perishable
4942,FDE11,17.7,Regular,0.135306012,183.7924,OUT049,1999,Medium,Tier 1,Supermarket Type1,2221.1088,perishable
4943,FDN01,12.768202247191002,Low Fat,0.126760908,176.937,OUT019,1985,Small,Tier 1,Grocery Store,352.874,perishable
4944,FDC29,8.39,Regular,0.024201083999999998,112.6176,OUT035,2004,Small,Tier 2,Supermarket Type1,2175.8344,non
4945,FDC48,9.195,Low Fat,0.015856295,81.6592,OUT035,2004,Small,Tier 2,Supermarket Type1,1403.5064,non
